date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:10:24	890/890	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202025%2006:39:20%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/shipping2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/shipping2.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:25	1244/1244	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202025%2006:38:59%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/shipping3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/shipping3.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:26	2956/2956	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202025%2006:38:43%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/paypal.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/paypal.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:27	8934/8934	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:46:57%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product1.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:28	18082/18082	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202025%2006:38:50%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product2.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:29	14269/14269	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2000:13:03%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product3.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:30	10777/10777	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2000:13:06%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product4.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product4.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:32	89503/89503	---MCZ	200	added ('OK')	application/javascript	etag:%226361f95b-15d9f%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/jquery-3.6.0.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/jquery-3.6.0.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:33	11226/11226	---MCZ	200	added ('OK')	application/javascript	etag:%226361f95d-2bda%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/jquery-migrate-3.3.2.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/jquery-migrate-3.3.2.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:34	80452/80452	---MCZ	200	added ('OK')	application/javascript	etag:%226361f95b-13a44%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/bootstrap.bundle.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/bootstrap.bundle.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:35	53181/53181	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8e1-cfbd%22	https://htmldemo.net/bucker/bucker/assets/js/slick.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/slick.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:36	42782/42782	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8df-a71e%22	https://htmldemo.net/bucker/bucker/assets/js/owl.carousel.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/owl.carousel.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:37	8161/8161	---MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-1fe1%22	https://htmldemo.net/bucker/bucker/assets/js/wow.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/wow.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:38	4220/4220	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8dc-107c%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.scrollup.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.scrollup.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:39	3071/3071	---MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-bff%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.nice-select.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.nice-select.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:40	47802/47802	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8da-baba%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.magnific-popup.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.magnific-popup.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:40	2483/2483	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8dd-9b3%22	https://htmldemo.net/bucker/bucker/assets/js/mailchimp-ajax.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/mailchimp-ajax.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:43	8551/8551	---MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-2167%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.zoom.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.zoom.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:43	647980/647980	---MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-9e32c%22	https://htmldemo.net/bucker/bucker/assets/js/jquery-ui.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery-ui.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:44	15071/15071	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8df-3adf%22	https://htmldemo.net/bucker/bucker/assets/js/main.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/main.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:10:45	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://htmldemo.net/bucker/bucker/index.html)
09:10:46	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	/home/hoyindamola/websites/catchybakery/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
09:10:47	4170/4170	---MC-	200	added ('OK')	text/html	date:Tue,%2021%20Oct%202025%2008:10:48%20GMT	https://gmpg.org/xfn/.	/home/hoyindamola/websites/catchybakery/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
09:10:48	16269/16269	---MC-	200	added ('OK')	text/html	date:Tue,%2021%20Oct%202025%2008:10:48%20GMT	https://gmpg.org/xfn/intro	/home/hoyindamola/websites/catchybakery/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
09:10:49	7342/7342	---MC-	200	added ('OK')	text/html	date:Tue,%2021%20Oct%202025%2008:10:49%20GMT	https://gmpg.org/xfn/faq	/home/hoyindamola/websites/catchybakery/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
09:10:51	85470/85470	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2004:07:18%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/featured-banner1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/featured-banner1.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:51	398899/398899	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:06%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/hero-bg2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/hero-bg2.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:51	85206/85206	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:47:12%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/featured-banner2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/featured-banner2.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:53	100204/100204	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2004:07:28%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/featured-banner3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/featured-banner3.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:54	38355/38355	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:10:54%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/banner3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner3.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:54	51105/51105	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2004:07:41%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/banner4.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner4.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:56	59049/59049	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:10:56%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/banner5.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner5.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:56	36718/36718	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:10:57%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/services5.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/services5.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:57	43595/43595	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2004:07:16%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/services6.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/services6.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:58	28717/28717	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:47:14%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/services7.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/services7.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:10:59	31426/31426	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:00%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/services8.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/services8.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:01	114462/114462	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:10%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/banner-fullwidth2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner-fullwidth2.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:01	21681/21681	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2004:07:35%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/add-discount.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/add-discount.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:03	77522/77522	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:03%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/breadcrumbs-bg.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/breadcrumbs-bg.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:04	365496/365496	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:04%20GMT	https://htmldemo.net/bucker/bucker/assets/img/bg/about-bg.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/about-bg.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:04	2025/2025	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:11%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/video-play.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/video-play.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:06	91938/91938	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:06%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/team1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/team1.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:07	70629/70629	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:07%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/team2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/team2.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:07	52517/52517	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:12%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/team3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/team3.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:08	19545/19545	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:13%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/testimonial-bg.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/testimonial-bg.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:09	30964/30964	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:47:17%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/testimonial-shap-thumb.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/testimonial-shap-thumb.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:10	12058/12058	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2000:12:47%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/product8.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/product8.png	(from https://htmldemo.net/bucker/bucker/shop-fullwidth.html)
09:11:11	55809/55809	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Sep%202025%2006:29:10%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/product9.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/product9.png	(from https://htmldemo.net/bucker/bucker/shop-fullwidth.html)
09:11:12	48181/48181	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2000:12:55%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/product10.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/product10.png	(from https://htmldemo.net/bucker/bucker/shop-fullwidth.html)
09:11:13	59585/59585	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202025%2006:39:13%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/product11.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/product11.png	(from https://htmldemo.net/bucker/bucker/shop-fullwidth.html)
09:11:14	32125/32125	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Sep%202025%2006:29:47%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/product12.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/product12.png	(from https://htmldemo.net/bucker/bucker/shop-fullwidth.html)
09:11:15	35164/35164	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:16%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/product-sidaber-banner.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/product-sidaber-banner.png	(from https://htmldemo.net/bucker/bucker/shop-left-sidebar.html)
09:11:16	9037/9037	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:18%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product5.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product5.png	(from https://htmldemo.net/bucker/bucker/single-product.html)
09:11:17	10202/10202	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:18%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product6.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product6.png	(from https://htmldemo.net/bucker/bucker/single-product.html)
09:11:18	12380/12380	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:19%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product8.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product8.png	(from https://htmldemo.net/bucker/bucker/single-product.html)
09:11:19	10141/10141	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:20%20GMT	https://htmldemo.net/bucker/bucker/assets/img/product/mini-product/product7.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/mini-product/product7.png	(from https://htmldemo.net/bucker/bucker/single-product.html)
09:11:20	63384/63384	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202025%2006:43:10%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog4.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog4.png	(from https://htmldemo.net/bucker/bucker/blog-fullwidth.html)
09:11:21	53832/53832	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2004:47:23%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog5.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog5.png	(from https://htmldemo.net/bucker/bucker/blog-fullwidth.html)
09:11:28	68531/68531	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:23%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog6.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog6.png	(from https://htmldemo.net/bucker/bucker/blog-fullwidth.html)
09:11:29	10049/10049	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:47:23%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog-small1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-small1.png	(from https://htmldemo.net/bucker/bucker/blog-left-sidebar.html)
09:11:29	9771/9771	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2005:17:37%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog-small2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-small2.png	(from https://htmldemo.net/bucker/bucker/blog-left-sidebar.html)
09:11:30	9435/9435	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2005:17:28%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog-small3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-small3.png	(from https://htmldemo.net/bucker/bucker/blog-left-sidebar.html)
09:11:31	9568/9568	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:47:24%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog-small4.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-small4.png	(from https://htmldemo.net/bucker/bucker/blog-left-sidebar.html)
09:11:33	1285/1285	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:22%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blockcode-bg.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blockcode-bg.png	(from https://htmldemo.net/bucker/bucker/blog-detail-fullwidth.html)
09:11:34	288579/288579	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Sep%202025%2004:50:27%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/blog-sticky.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-sticky.png	(from https://htmldemo.net/bucker/bucker/blog-detail-fullwidth.html)
09:11:34	7277/7277	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Oct%202025%2014:47:26%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/post-comment1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/post-comment1.png	(from https://htmldemo.net/bucker/bucker/blog-detail-fullwidth.html)
09:11:35	8681/8681	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Oct%202025%2005:32:24%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/post-comment2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/post-comment2.png	(from https://htmldemo.net/bucker/bucker/blog-detail-fullwidth.html)
09:11:36	7005/7005	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Sep%202025%2004:49:43%20GMT	https://htmldemo.net/bucker/bucker/assets/img/blog/post-comment3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/post-comment3.png	(from https://htmldemo.net/bucker/bucker/blog-detail-fullwidth.html)
09:11:37	35132/35132	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:38%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/contact-form-bg-shape.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/contact-form-bg-shape.png	(from https://htmldemo.net/bucker/bucker/contact.html)
09:11:39	1730/1730	---MCZ	200	added ('OK')	application/javascript	etag:%226361f8d8-6c2%22	https://htmldemo.net/bucker/bucker/assets/js/ajax-mail.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/ajax-mail.js	(from https://htmldemo.net/bucker/bucker/contact.html)
09:11:40	121417/121417	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/hero-banner-shape.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/hero-banner-shape.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:40	79695/79695	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/product/product1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/product/product1.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:40	17360/17360	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f95d-43d0%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/modernizr-3.11.2.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/modernizr-3.11.2.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:41	49656/49656	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/banner2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner2.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:41	217/217	UR-MC-	416	error ('Range%20Not%20Satisfiable')	text/html	date:Tue,%2021%20Oct%202025%2008:11:41%20GMT	https://hasthemes.com/wp-content/uploads/2019/04/cropped-favicon-270x270.png	/home/hoyindamola/websites/catchybakery/hasthemes.com/wp-content/uploads/2019/04/cropped-favicon-270x270.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:42	100262/100262	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/banner-fullwidth1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner-fullwidth1.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:42	59768/59768	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/blog/blog2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog2.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:43	85325/85325	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/blog/blog3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog3.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:43	2046/2046	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/others/meta-img3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/meta-img3.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:44	1147/1147	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/others/shipping1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/shipping1.png	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:44	89503/89503	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f95b-15d9f%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/jquery-3.6.0.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/jquery-3.6.0.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:44	11226/11226	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f95d-2bda%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/jquery-migrate-3.3.2.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/jquery-migrate-3.3.2.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:45	2622/2622	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Oct%202025%2008:11:45%20GMT	https://htmldemo.net/bucker/bucker/assets/img/icon/owl.video.play.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/icon/owl.video.play.png	(from https://htmldemo.net/bucker/bucker/assets/css/owl.carousel.min.css)
09:11:46	42782/42782	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f8df-a71e%22	https://htmldemo.net/bucker/bucker/assets/js/owl.carousel.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/owl.carousel.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
